===== RECEIVED DATA FOR SYMBOL: EURUSD =====
         open      high       low     close    volume  day_of_week      hour    minute       day  timeframe
265  0.358728  0.297948  0.416667  0.354613  0.006415     0.166667  0.000000  0.508475  0.967742       0.25
266  0.300126  0.299363  0.367470  0.353377  0.003716     0.166667  0.000000  0.000000  0.967742       0.25
267  0.329427  0.277070  0.395080  0.322488  0.004624     0.833333  1.000000  0.508475  0.870968       0.25
268  0.340310  0.280255  0.402610  0.324135  0.003958     0.833333  1.000000  0.000000  0.870968       0.25
269  0.329008  0.283793  0.400100  0.334843  0.010216     0.833333  0.956522  0.508475  0.870968       0.25
270  0.350774  0.287332  0.401104  0.323723  0.011826     0.833333  0.956522  0.000000  0.870968       0.25
271  0.340728  0.294409  0.407631  0.344728  0.009853     0.833333  0.913043  0.508475  0.870968       0.25
272  0.342403  0.287686  0.405120  0.335255  0.012128     0.833333  0.913043  0.000000  0.870968       0.25
273  0.334868  0.289101  0.408635  0.337315  0.010446     0.833333  0.869565  0.508475  0.870968       0.25
274  0.321892  0.285209  0.390562  0.329489  0.012540     0.833333  0.869565  0.000000  0.870968       0.25
275  0.312683  0.263270  0.363956  0.316722  0.014876     0.833333  0.826087  0.508475  0.870968       0.25
276  0.325241  0.267162  0.358936  0.307661  0.015917     0.833333  0.826087  0.000000  0.870968       0.25
277  0.357472  0.302548  0.396084  0.320016  0.014319     0.833333  0.782609  0.508475  0.870968       0.25
278  0.323985  0.294055  0.390562  0.351730  0.018422     0.833333  0.782609  0.000000  0.870968       0.25
279  0.329008  0.314225  0.375000  0.319193  0.025430     0.833333  0.739130  0.508475  0.870968       0.25
280  0.342821  0.283439  0.364960  0.324135  0.018543     0.833333  0.739130  0.000000  0.870968       0.25
281  0.365843  0.320594  0.409137  0.336491  0.021727     0.833333  0.695652  0.508475  0.870968       0.25
282  0.393051  0.327672  0.433233  0.359967  0.019754     0.833333  0.695652  0.000000  0.870968       0.25
283  0.360402  0.323071  0.439759  0.386738  0.015650     0.833333  0.652174  0.508475  0.870968       0.25
284  0.368355  0.321656  0.429719  0.354613  0.016110     0.833333  0.652174  0.000000  0.870968       0.25
285  0.376308  0.309625  0.427209  0.362438  0.010361     0.833333  0.608696  0.508475  0.870968       0.25
286  0.393889  0.342887  0.457329  0.370264  0.010954     0.833333  0.608696  0.000000  0.870968       0.25
287  0.353286  0.331210  0.427209  0.387562  0.010191     0.833333  0.565217  0.508475  0.870968       0.25
288  0.310172  0.300071  0.379518  0.347611  0.012939     0.833333  0.565217  0.000000  0.870968       0.25
289  0.305986  0.262562  0.344378  0.305189  0.008763     0.833333  0.521739  0.508475  0.870968       0.25
290  0.303056  0.257254  0.353414  0.301071  0.008267     0.833333  0.521739  0.000000  0.870968       0.25
291  0.293428  0.250885  0.339357  0.298188  0.009804     0.833333  0.478261  0.508475  0.870968       0.25
292  0.283801  0.243454  0.331325  0.288715  0.009138     0.833333  0.478261  0.000000  0.870968       0.25
293  0.289242  0.248762  0.338855  0.279242  0.010664     0.833333  0.434783  0.508475  0.870968       0.25
294  0.323566  0.277778  0.352912  0.284596  0.015275     0.833333  0.434783  0.000000  0.870968       0.25
295  0.271662  0.274947  0.311245  0.318369  0.015796     0.833333  0.391304  0.508475  0.870968       0.25
296  0.282964  0.230007  0.326305  0.267298  0.009937     0.833333  0.391304  0.000000  0.870968       0.25
297  0.277941  0.231069  0.331325  0.278418  0.005459     0.833333  0.347826  0.508475  0.870968       0.25
298  0.270825  0.229299  0.323795  0.273476  0.006439     0.833333  0.347826  0.000000  0.870968       0.25
299  0.279196  0.226822  0.328815  0.266474  0.006500     0.833333  0.304348  0.508475  0.870968       0.25
300  0.270406  0.227176  0.323293  0.274712  0.005410     0.833333  0.304348  0.000000  0.870968       0.25
301  0.275010  0.225407  0.325803  0.266063  0.004442     0.833333  0.260870  0.508475  0.870968       0.25
302  0.285057  0.234253  0.336847  0.270593  0.004938     0.833333  0.260870  0.000000  0.870968       0.25
303  0.268313  0.232838  0.329317  0.280478  0.003861     0.833333  0.217391  0.508475  0.870968       0.25
304  0.271662  0.220453  0.319779  0.264003  0.006137     0.833333  0.217391  0.000000  0.870968       0.25
305  0.272499  0.225407  0.325301  0.267298  0.008194     0.833333  0.173913  0.508475  0.870968       0.25
306  0.287149  0.237084  0.333835  0.267710  0.008630     0.833333  0.173913  0.000000  0.870968       0.25
307  0.301800  0.251946  0.346386  0.282537  0.008110     0.833333  0.130435  0.508475  0.870968       0.25
308  0.307660  0.251592  0.356426  0.296952  0.009768     0.833333  0.130435  0.000000  0.870968       0.25
309  0.320218  0.267162  0.374498  0.302718  0.009211     0.833333  0.086957  0.508475  0.870968       0.25
310  0.323566  0.271762  0.390060  0.315074  0.007759     0.833333  0.086957  0.000000  0.870968       0.25
311  0.327752  0.271408  0.390562  0.318369  0.005398     0.833333  0.043478  0.508475  0.870968       0.25
312  0.328589  0.272824  0.392570  0.322488  0.004612     0.833333  0.043478  0.000000  0.870968       0.25
313  0.313520  0.269285  0.382530  0.323311  0.005834     0.833333  0.000000  0.508475  0.870968       0.25
314  0.286312  0.267870  0.330321  0.308072  0.007359     0.833333  0.000000  0.000000  0.870968       0.25
315  0.320218  0.268931  0.389056  0.322488  0.004672     0.666667  1.000000  0.508475  0.838710       0.25
316  0.316032  0.263977  0.381024  0.315074  0.005374     0.666667  1.000000  0.000000  0.838710       0.25
317  0.312683  0.262916  0.376506  0.310956  0.007916     0.666667  0.956522  0.508475  0.838710       0.25
318  0.305986  0.261854  0.364458  0.307661  0.008461     0.666667  0.956522  0.000000  0.838710       0.25
319  0.303893  0.270701  0.364960  0.301071  0.012080     0.666667  0.913043  0.508475  0.838710       0.25
320  0.320218  0.261500  0.357932  0.299012  0.008485     0.666667  0.913043  0.000000  0.838710       0.25
321  0.344914  0.292994  0.387550  0.315074  0.012273     0.666667  0.869565  0.508475  0.838710       0.25
322  0.281289  0.285209  0.344880  0.339374  0.015178     0.666667  0.869565  0.000000  0.838710       0.25
323  0.282964  0.238146  0.318273  0.278418  0.012830     0.666667  0.826087  0.508475  0.838710       0.25
324  0.324404  0.267162  0.339859  0.278418  0.009949     0.666667  0.826087  0.000000  0.838710       0.25
325  0.308497  0.267516  0.361948  0.319193  0.009865     0.666667  0.782609  0.508475  0.838710       0.25
326  0.269150  0.253008  0.327309  0.303542  0.014585     0.666667  0.782609  0.000000  0.838710       0.25
327  0.274173  0.239915  0.328313  0.264827  0.017514     0.666667  0.739130  0.508475  0.838710       0.25
328  0.241942  0.228592  0.276104  0.269357  0.018471     0.666667  0.739130  0.000000  0.838710       0.25
329  0.226036  0.202760  0.260542  0.238056  0.017296     0.666667  0.695652  0.508475  0.838710       0.25
330  0.243198  0.200637  0.271084  0.222405  0.014307     0.666667  0.695652  0.000000  0.838710       0.25
331  0.223943  0.201699  0.273594  0.239292  0.014113     0.666667  0.652174  0.508475  0.838710       0.25
332  0.230222  0.207714  0.273594  0.218287  0.009042     0.666667  0.652174  0.000000  0.838710       0.25
333  0.210130  0.187190  0.251506  0.226524  0.008206     0.666667  0.608696  0.508475  0.838710       0.25
334  0.237756  0.192144  0.249498  0.206755  0.008606     0.666667  0.608696  0.000000  0.838710       0.25
335  0.233989  0.192852  0.286647  0.233526  0.003946     0.666667  0.565217  0.508475  0.838710       0.25
336  0.239012  0.194621  0.282129  0.230231  0.006161     0.666667  0.565217  0.000000  0.838710       0.25
337  0.238175  0.197806  0.285141  0.235173  0.005302     0.666667  0.521739  0.508475  0.838710       0.25
338  0.228548  0.193560  0.277108  0.234349  0.005374     0.666667  0.521739  0.000000  0.838710       0.25
339  0.221013  0.187544  0.264056  0.224876  0.007069     0.666667  0.478261  0.508475  0.838710       0.25
340  0.210548  0.179406  0.242470  0.217051  0.009030     0.666667  0.478261  0.000000  0.838710       0.25
341  0.210548  0.172328  0.247992  0.207166  0.006863     0.666667  0.434783  0.508475  0.838710       0.25
342  0.221850  0.182236  0.251004  0.206755  0.008642     0.666667  0.434783  0.000000  0.838710       0.25
343  0.202595  0.187190  0.243976  0.218287  0.007226     0.666667  0.391304  0.508475  0.838710       0.25
344  0.224780  0.185421  0.237450  0.199341  0.007311     0.666667  0.391304  0.000000  0.838710       0.25
345  0.231478  0.188606  0.275100  0.221582  0.003825     0.666667  0.347826  0.508475  0.838710       0.25
346  0.223106  0.187898  0.269578  0.227759  0.005072     0.666667  0.347826  0.000000  0.838710       0.25
347  0.234408  0.196745  0.271586  0.219522  0.004829     0.666667  0.304348  0.508475  0.838710       0.25
348  0.223524  0.191083  0.275100  0.230643  0.004708     0.666667  0.304348  0.000000  0.838710       0.25
349  0.229385  0.192498  0.275100  0.219934  0.004926     0.666667  0.260870  0.508475  0.838710       0.25
350  0.235245  0.190021  0.274598  0.225700  0.005265     0.666667  0.260870  0.000000  0.838710       0.25
351  0.241942  0.198868  0.289157  0.231466  0.005023     0.666667  0.217391  0.508475  0.838710       0.25
352  0.227292  0.202052  0.277610  0.238056  0.004394     0.666667  0.217391  0.000000  0.838710       0.25
353  0.224780  0.186483  0.270080  0.224053  0.005531     0.666667  0.173913  0.508475  0.838710       0.25
354  0.220594  0.186837  0.269076  0.221170  0.006415     0.666667  0.173913  0.000000  0.838710       0.25
355  0.219339  0.187544  0.269578  0.217051  0.007928     0.666667  0.130435  0.508475  0.838710       0.25
356  0.218083  0.184360  0.257530  0.215815  0.009320     0.666667  0.130435  0.000000  0.838710       0.25
357  0.208455  0.187544  0.250502  0.214580  0.007577     0.666667  0.086957  0.508475  0.838710       0.25
358  0.228548  0.191083  0.254518  0.205107  0.006306     0.666667  0.086957  0.000000  0.838710       0.25
359  0.233571  0.190021  0.273092  0.224876  0.005059     0.666667  0.043478  0.508475  0.838710       0.25
360  0.235245  0.198160  0.263554  0.229819  0.007589     0.666667  0.043478  0.000000  0.838710       0.25
361  0.244454  0.198868  0.276104  0.231466  0.006960     0.666667  0.000000  0.508475  0.838710       0.25
362  0.223524  0.203822  0.275602  0.240939  0.002263     0.666667  0.000000  0.000000  0.838710       0.25
363  0.195061  0.179406  0.228916  0.197282  0.002735     0.333333  1.000000  0.508475  0.774194       0.25
364  0.227710  0.201699  0.227410  0.193163  0.010845     0.333333  1.000000  0.000000  0.774194       0.25
365  0.206362  0.196745  0.243976  0.224053  0.011063     0.333333  0.956522  0.508475  0.774194       0.25
366  0.202595  0.170913  0.239458  0.203048  0.006342     0.333333  0.956522  0.000000  0.774194       0.25
367  0.200084  0.167728  0.242972  0.199341  0.004684     0.333333  0.913043  0.508475  0.774194       0.25
368  0.198828  0.178698  0.240462  0.196870  0.007105     0.333333  0.913043  0.000000  0.774194       0.25
369  0.179573  0.162067  0.219880  0.195634  0.003571     0.333333  0.869565  0.508475  0.774194       0.25
370  0.028882  0.015216  0.042169  0.028418  0.000000     0.666667  0.000000  0.084746  0.064516       0.00
371  0.028882  0.015216  0.038655  0.028418  0.000145     0.666667  0.000000  0.000000  0.064516       0.00
372  0.043114  0.030432  0.048193  0.033361  0.002941     0.333333  1.000000  0.932203  1.000000       0.00
373  0.050230  0.034678  0.059237  0.042422  0.001331     0.333333  1.000000  0.847458  1.000000       0.00
374  0.056928  0.039986  0.063253  0.049423  0.001888     0.333333  1.000000  0.762712  1.000000       0.00
375  0.057346  0.041401  0.072289  0.056425  0.000871     0.333333  1.000000  0.677966  1.000000       0.00
376  0.060276  0.043878  0.070281  0.056425  0.000702     0.333333  1.000000  0.593220  1.000000       0.00
377  0.059021  0.044586  0.078313  0.059308  0.000533     0.333333  1.000000  0.508475  1.000000       0.00
378  0.056509  0.040694  0.075301  0.058072  0.000714     0.333333  1.000000  0.423729  1.000000       0.00
379  0.064044  0.044940  0.073293  0.055601  0.000363     0.333333  1.000000  0.338983  1.000000       0.00
380  0.062788  0.046355  0.082831  0.063015  0.000351     0.333333  1.000000  0.254237  1.000000       0.00
381  0.062788  0.043878  0.080321  0.061779  0.000327     0.333333  1.000000  0.169492  1.000000       0.00
382  0.062369  0.045294  0.080823  0.061779  0.000605     0.333333  1.000000  0.084746  1.000000       0.00
383  0.058602  0.048832  0.077811  0.061367  0.001029     0.333333  1.000000  0.000000  1.000000       0.00
384  0.060276  0.043524  0.069779  0.057661  0.001235     0.333333  0.956522  0.932203  1.000000       0.00
385  0.067392  0.048125  0.079819  0.059308  0.001428     0.333333  0.956522  0.847458  1.000000       0.00
386  0.065299  0.048125  0.082329  0.066310  0.000690     0.333333  0.956522  0.762712  1.000000       0.00
387  0.062369  0.047063  0.077811  0.064250  0.000993     0.333333  0.956522  0.677966  1.000000       0.00
388  0.064881  0.048125  0.079819  0.060956  0.001489     0.333333  0.956522  0.593220  1.000000       0.00
389  0.069904  0.050248  0.084337  0.063839  0.001101     0.333333  0.956522  0.508475  1.000000       0.00
390  0.073252  0.056971  0.091365  0.068781  0.001041     0.333333  0.956522  0.423729  1.000000       0.00
391  0.063206  0.053079  0.083333  0.072076  0.000993     0.333333  0.956522  0.338983  1.000000       0.00
392  0.053997  0.044940  0.072289  0.062191  0.000920     0.333333  0.956522  0.254237  1.000000       0.00
393  0.063206  0.044940  0.070783  0.053130  0.001356     0.333333  0.956522  0.169492  1.000000       0.00
394  0.043951  0.046001  0.059237  0.062191  0.001707     0.333333  0.956522  0.084746  1.000000       0.00
395  0.043114  0.032555  0.057731  0.043245  0.001331     0.333333  0.956522  0.000000  1.000000       0.00
396  0.048137  0.031847  0.054719  0.042010  0.001912     0.333333  0.913043  0.932203  1.000000       0.00
397  0.041021  0.035032  0.054719  0.047364  0.000993     0.333333  0.913043  0.847458  1.000000       0.00
398  0.047719  0.032555  0.054719  0.040362  0.001574     0.333333  0.913043  0.762712  1.000000       0.00
399  0.043533  0.031493  0.055723  0.046952  0.001513     0.333333  0.913043  0.677966  1.000000       0.00
400  0.047300  0.034678  0.058735  0.042834  0.001828     0.333333  0.913043  0.593220  1.000000       0.00
401  0.060695  0.042109  0.061747  0.046540  0.002506     0.333333  0.913043  0.508475  1.000000       0.00
402  0.059021  0.043171  0.075301  0.059720  0.001210     0.333333  0.913043  0.423729  1.000000       0.00
403  0.061951  0.044586  0.073293  0.058484  0.001646     0.333333  0.913043  0.338983  1.000000       0.00
404  0.073252  0.061925  0.081827  0.060956  0.002154     0.333333  0.913043  0.254237  1.000000       0.00
405  0.051905  0.054494  0.069779  0.072076  0.002179     0.333333  0.913043  0.169492  1.000000       0.00
406  0.037254  0.039278  0.051707  0.051071  0.002324     0.333333  0.913043  0.084746  1.000000       0.00
407  0.035161  0.024416  0.042671  0.036656  0.002288     0.333333  0.913043  0.000000  1.000000       0.00
408  0.042696  0.030786  0.048695  0.034596  0.002663     0.333333  0.869565  0.932203  1.000000       0.00
409  0.045207  0.031847  0.055723  0.042010  0.002614     0.333333  0.869565  0.847458  1.000000       0.00
410  0.051067  0.033970  0.057229  0.044481  0.001561     0.333333  0.869565  0.762712  1.000000       0.00
411  0.035580  0.034324  0.049699  0.050247  0.002384     0.333333  0.869565  0.677966  1.000000       0.00
412  0.033487  0.025124  0.047189  0.035008  0.002409     0.333333  0.869565  0.593220  1.000000       0.00
413  0.035161  0.026539  0.041667  0.032949  0.002518     0.333333  0.869565  0.508475  1.000000       0.00
414  0.031812  0.021231  0.036145  0.034596  0.002493     0.333333  0.869565  0.423729  1.000000       0.00
415  0.017162  0.019816  0.024598  0.030890  0.002602     0.333333  0.869565  0.338983  1.000000       0.00
416  0.008372  0.007077  0.015060  0.016886  0.001949     0.333333  0.869565  0.254237  1.000000       0.00
417  0.017999  0.006016  0.012048  0.008237  0.002421     0.333333  0.869565  0.169492  1.000000       0.00
418  0.022185  0.013093  0.026104  0.017710  0.003462     0.333333  0.869565  0.084746  1.000000       0.00
419  0.016743  0.009908  0.015060  0.021829  0.005374     0.333333  0.869565  0.000000  1.000000       0.00
420  0.028045  0.023355  0.023092  0.019357  0.005362     0.333333  0.826087  0.932203  1.000000       0.00
421  0.000000  0.014508  0.006526  0.027595  0.002566     0.333333  0.826087  0.847458  1.000000       0.00
422  0.010465  0.000000  0.006526  0.000000  0.002820     0.333333  0.826087  0.762712  1.000000       0.00
423  0.005023  0.015216  0.005522  0.010297  0.003994     0.333333  0.826087  0.677966  1.000000       0.00
424  0.007116  0.000708  0.010542  0.005766  0.004248     0.333333  0.826087  0.593220  1.000000       0.00
425  0.011720  0.004600  0.011044  0.007002  0.003958     0.333333  0.826087  0.508475  1.000000       0.00
426  0.028882  0.018047  0.021084  0.011532  0.003147     0.333333  0.826087  0.423729  1.000000       0.00
427  0.039766  0.027955  0.039157  0.028418  0.003014     0.333333  0.826087  0.338983  1.000000       0.00
428  0.037673  0.026893  0.035141  0.039127  0.002384     0.333333  0.826087  0.254237  1.000000       0.00
429  0.039766  0.024770  0.038153  0.037068  0.002711     0.333333  0.826087  0.169492  1.000000       0.00
430  0.031394  0.025832  0.040161  0.039127  0.002421     0.333333  0.826087  0.084746  1.000000       0.00
431  0.024278  0.017339  0.025100  0.030890  0.002917     0.333333  0.826087  0.000000  1.000000       0.00
432  0.017999  0.016277  0.023594  0.023888  0.002748     0.333333  0.782609  0.932203  1.000000       0.00
433  0.026789  0.020170  0.022088  0.017710  0.002965     0.333333  0.782609  0.847458  1.000000       0.00
434  0.014232  0.014154  0.023594  0.026359  0.003244     0.333333  0.782609  0.762712  1.000000       0.00
435  0.029720  0.017693  0.023092  0.014003  0.003534     0.333333  0.782609  0.677966  1.000000       0.00
436  0.050230  0.034678  0.035141  0.029242  0.003171     0.333333  0.782609  0.593220  1.000000       0.00
437  0.033487  0.038570  0.039157  0.049423  0.002869     0.333333  0.782609  0.508475  1.000000       0.00
438  0.037673  0.024416  0.036145  0.032949  0.003074     0.333333  0.782609  0.423729  1.000000       0.00
439  0.035998  0.024770  0.035643  0.037068  0.003498     0.333333  0.782609  0.338983  1.000000       0.00
440  0.028464  0.030078  0.029116  0.035420  0.003849     0.333333  0.782609  0.254237  1.000000       0.00
441  0.029720  0.018401  0.031627  0.028007  0.004333     0.333333  0.782609  0.169492  1.000000       0.00
442  0.038510  0.033616  0.019076  0.029242  0.006342     0.333333  0.782609  0.084746  1.000000       0.00
443  0.042696  0.050248  0.052711  0.037891  0.007650     0.333333  0.782609  0.000000  1.000000       0.00
444  0.038091  0.038217  0.048193  0.042010  0.007868     0.333333  0.739130  0.932203  1.000000       0.00
445  0.070741  0.057679  0.053213  0.037479  0.007262     0.333333  0.739130  0.847458  1.000000       0.00
446  0.083717  0.068294  0.088353  0.069605  0.005519     0.333333  0.739130  0.762712  1.000000       0.00
447  0.113437  0.102972  0.105924  0.082372  0.005640     0.333333  0.739130  0.677966  1.000000       0.00
448  0.095437  0.087403  0.105422  0.111614  0.004781     0.333333  0.739130  0.593220  1.000000       0.00
449  0.128506  0.103326  0.118976  0.093904  0.004696     0.333333  0.739130  0.508475  1.000000       0.00
450  0.143575  0.113942  0.152610  0.126442  0.005350     0.333333  0.739130  0.423729  1.000000       0.00
451  0.157388  0.124204  0.174197  0.141269  0.004660     0.333333  0.739130  0.338983  1.000000       0.00
452  0.170783  0.140481  0.194277  0.154860  0.004866     0.333333  0.739130  0.254237  1.000000       0.00
453  0.156132  0.148974  0.192771  0.168040  0.005689     0.333333  0.739130  0.169492  1.000000       0.00
454  0.137715  0.123142  0.159137  0.154036  0.004624     0.333333  0.739130  0.084746  1.000000       0.00
455  0.131017  0.108280  0.136044  0.136326  0.005846     0.333333  0.739130  0.000000  1.000000       0.00
456  0.134366  0.117834  0.161145  0.128913  0.005604     0.333333  0.695652  0.932203  1.000000       0.00
457  0.127250  0.113588  0.160141  0.132208  0.004248     0.333333  0.695652  0.847458  1.000000       0.00
458  0.144830  0.117127  0.159137  0.125206  0.003801     0.333333  0.695652  0.762712  1.000000       0.00
459  0.154877  0.123496  0.164659  0.142504  0.004091     0.333333  0.695652  0.677966  1.000000       0.00
460  0.151946  0.136943  0.187751  0.152389  0.004721     0.333333  0.695652  0.593220  1.000000       0.00
461  0.151946  0.121019  0.160643  0.149506  0.005265     0.333333  0.695652  0.508475  1.000000       0.00
462  0.157807  0.129512  0.180723  0.149506  0.002614     0.333333  0.695652  0.423729  1.000000       0.00
463  0.173294  0.139774  0.196787  0.155684  0.003111     0.333333  0.695652  0.338983  1.000000       0.00
464  0.182085  0.148266  0.207831  0.170511  0.003401     0.333333  0.695652  0.254237  1.000000       0.00
465  0.155714  0.146851  0.175201  0.179160  0.004975     0.333333  0.695652  0.169492  1.000000       0.00
466  0.169108  0.139066  0.193775  0.153213  0.004043     0.333333  0.695652  0.084746  1.000000       0.00
467  0.203014  0.166667  0.209337  0.166392  0.003280     0.333333  0.695652  0.000000  1.000000       0.00
468  0.189201  0.163482  0.232430  0.199341  0.002893     0.333333  0.652174  0.932203  1.000000       0.00
469  0.191712  0.156051  0.225402  0.186161  0.003680     0.333333  0.652174  0.847458  1.000000       0.00
470  0.202595  0.162420  0.231426  0.188633  0.003813     0.333333  0.652174  0.762712  1.000000       0.00
471  0.208037  0.174452  0.249498  0.199341  0.002445     0.333333  0.652174  0.677966  1.000000       0.00
472  0.210130  0.177282  0.255020  0.204695  0.002142     0.333333  0.652174  0.593220  1.000000       0.00
473  0.192968  0.176929  0.236948  0.206755  0.003571     0.333333  0.652174  0.508475  1.000000       0.00
474  0.183340  0.161359  0.221386  0.189868  0.002869     0.333333  0.652174  0.423729  1.000000       0.00
475  0.170783  0.146143  0.203313  0.180395  0.003074     0.333333  0.652174  0.338983  1.000000       0.00
476  0.189619  0.157113  0.212349  0.168040  0.002869     0.333333  0.652174  0.254237  1.000000       0.00
477  0.186270  0.161005  0.221888  0.186161  0.003353     0.333333  0.652174  0.169492  1.000000       0.00
478  0.211804  0.169851  0.215361  0.183278  0.003849     0.333333  0.652174  0.084746  1.000000       0.00
479  0.202177  0.175513  0.245984  0.209226  0.003680     0.333333  0.652174  0.000000  1.000000       0.00
480  0.224362  0.181529  0.241968  0.198517  0.004914     0.333333  0.608696  0.932203  1.000000       0.00
481  0.238594  0.192852  0.276606  0.220758  0.002784     0.333333  0.608696  0.847458  1.000000       0.00
482  0.245710  0.207360  0.292169  0.234761  0.002820     0.333333  0.608696  0.762712  1.000000       0.00
483  0.241105  0.200283  0.287149  0.241763  0.002179     0.333333  0.608696  0.677966  1.000000       0.00
484  0.240268  0.197098  0.291165  0.237232  0.001791     0.333333  0.608696  0.593220  1.000000       0.00
485  0.245291  0.200283  0.282631  0.236409  0.002566     0.333333  0.608696  0.508475  1.000000       0.00
486  0.269987  0.220807  0.301205  0.241351  0.002360     0.333333  0.608696  0.423729  1.000000       0.00
487  0.271243  0.227176  0.328313  0.265651  0.002263     0.333333  0.608696  0.338983  1.000000       0.00
488  0.273755  0.229299  0.327811  0.266886  0.001985     0.333333  0.608696  0.254237  1.000000       0.00
489  0.265802  0.223638  0.318273  0.269357  0.002312     0.333333  0.608696  0.169492  1.000000       0.00
490  0.275848  0.226469  0.320281  0.261532  0.002179     0.333333  0.608696  0.084746  1.000000       0.00
491  0.275429  0.238146  0.337851  0.271829  0.002481     0.333333  0.608696  0.000000  1.000000       0.00
492  0.259523  0.225761  0.318775  0.271005  0.002300     0.333333  0.565217  0.932203  1.000000       0.00
493  0.269150  0.221868  0.311747  0.255354  0.002263     0.333333  0.565217  0.847458  1.000000       0.00
494  0.269569  0.227530  0.326305  0.264827  0.001501     0.333333  0.565217  0.762712  1.000000       0.00
495  0.272918  0.227176  0.329819  0.265239  0.001961     0.333333  0.565217  0.677966  1.000000       0.00
496  0.272918  0.226469  0.328815  0.268534  0.002046     0.333333  0.565217  0.593220  1.000000       0.00
497  0.290080  0.238854  0.333333  0.268534  0.002142     0.333333  0.565217  0.508475  1.000000       0.00
498  0.294684  0.245223  0.354418  0.285420  0.002118     0.333333  0.565217  0.423729  1.000000       0.00
499  0.298451  0.253008  0.358434  0.289951  0.001888     0.333333  0.565217  0.338983  1.000000       0.00
500  0.308497  0.255485  0.365462  0.293657  0.001549     0.333333  0.565217  0.254237  1.000000       0.00
501  0.308079  0.252654  0.368474  0.303542  0.002070     0.333333  0.565217  0.169492  1.000000       0.00
502  0.294684  0.253362  0.358434  0.303130  0.002046     0.333333  0.565217  0.084746  1.000000       0.00
503  0.285894  0.243100  0.349398  0.289951  0.001925     0.333333  0.565217  0.000000  1.000000       0.00
504  0.296777  0.250531  0.348896  0.281301  0.002481     0.333333  0.521739  0.932203  1.000000       0.00
505  0.288405  0.257962  0.353414  0.292010  0.003086     0.333333  0.521739  0.847458  1.000000       0.00
506  0.270825  0.234961  0.330321  0.283773  0.002627     0.333333  0.521739  0.762712  1.000000       0.00
507  0.276685  0.227176  0.329317  0.266474  0.002179     0.333333  0.521739  0.677966  1.000000       0.00
508  0.277103  0.229653  0.327309  0.272241  0.002094     0.333333  0.521739  0.593220  1.000000       0.00
509  0.275848  0.230715  0.325803  0.272652  0.003220     0.333333  0.521739  0.508475  1.000000       0.00
510  0.264127  0.223992  0.323795  0.271417  0.002263     0.333333  0.521739  0.423729  1.000000       0.00
511  0.267057  0.223638  0.321285  0.259885  0.002397     0.333333  0.521739  0.338983  1.000000       0.00
512  0.285894  0.232484  0.325803  0.262768  0.002542     0.333333  0.521739  0.254237  1.000000       0.00
513  0.273755  0.232484  0.318775  0.281301  0.003559     0.333333  0.521739  0.169492  1.000000       0.00
514  0.277103  0.232838  0.311747  0.269357  0.003801     0.333333  0.521739  0.084746  1.000000       0.00
515  0.309753  0.254069  0.338353  0.272652  0.004890     0.333333  0.521739  0.000000  1.000000       0.00
516  0.317288  0.270347  0.378012  0.304778  0.004261     0.333333  0.478261  0.932203  1.000000       0.00
517  0.327334  0.273531  0.385040  0.312191  0.002651     0.333333  0.478261  0.847458  1.000000       0.00
518  0.316869  0.271054  0.383534  0.322076  0.002481     0.333333  0.478261  0.762712  1.000000       0.00
519  0.311427  0.271054  0.380522  0.311779  0.003050     0.333333  0.478261  0.677966  1.000000       0.00
520  0.308916  0.255485  0.364960  0.306425  0.002409     0.333333  0.478261  0.593220  1.000000       0.00
521  0.289661  0.253362  0.351908  0.303954  0.002639     0.333333  0.478261  0.508475  1.000000       0.00
522  0.290498  0.237084  0.349398  0.285008  0.002179     0.333333  0.478261  0.423729  1.000000       0.00
523  0.294684  0.243100  0.349398  0.285832  0.001803     0.333333  0.478261  0.338983  1.000000       0.00
524  0.295521  0.243100  0.351908  0.289951  0.002324     0.333333  0.478261  0.254237  1.000000       0.00
525  0.287568  0.249823  0.351406  0.290774  0.002687     0.333333  0.478261  0.169492  1.000000       0.00
526  0.295521  0.244869  0.344378  0.282949  0.002869     0.333333  0.478261  0.084746  1.000000       0.00
527  0.308916  0.253008  0.361948  0.290774  0.002300     0.333333  0.478261  0.000000  1.000000       0.00
528  0.283801  0.257962  0.347892  0.303542  0.002965     0.333333  0.434783  0.932203  1.000000       0.00
529  0.272080  0.236023  0.330823  0.279242  0.002021     0.333333  0.434783  0.847458  1.000000       0.00
530  0.274173  0.223638  0.322289  0.267710  0.002203     0.333333  0.434783  0.762712  1.000000       0.00
531  0.290080  0.236377  0.333835  0.269769  0.002578     0.333333  0.434783  0.677966  1.000000       0.00
532  0.277103  0.236023  0.338353  0.285420  0.002735     0.333333  0.434783  0.593220  1.000000       0.00
533  0.261616  0.227176  0.321285  0.272652  0.003256     0.333333  0.434783  0.508475  1.000000       0.00
534  0.279196  0.228592  0.314759  0.257414  0.002518     0.333333  0.434783  0.423729  1.000000       0.00
535  0.273755  0.226822  0.325803  0.274712  0.002857     0.333333  0.434783  0.338983  1.000000       0.00
536  0.277103  0.229653  0.323293  0.269357  0.002457     0.333333  0.434783  0.254237  1.000000       0.00
537  0.291754  0.237438  0.337349  0.272652  0.001985     0.333333  0.434783  0.169492  1.000000       0.00
